student_id,school,major,year,age,gender,seed_keywords,interest_profile,research_interests,methods_tools,profile_keywords
NU_ENG_001546,NU,Computer Engineering,2,19,M,"['systems', 'hardware', 'architecture', 'IoT']","I'm getting more focused in Computer Engineering by taking core classes and joining hands-on team projects. My main interests include hardware-software co-design, embedded systems, real-time systems, edge inference and applying them to sensing.","['manufacturing automation', 'sensing', 'real-time systems', 'digital design', 'edge inference']","['profiling', 'Verilog/HDL', 'microcontrollers', 'C/C++', 'debugging']","['systems', 'hardware', 'architecture', 'hardware-software co-design', 'embedded systems', 'real-time systems', 'sensing', 'profiling', 'Verilog/HDL', 'microcontrollers', 'edge inference', 'digital design']"
NU_ENG_001547,NU,Chemical Engineering,2,20,M,"['design', 'experiments', 'modeling', 'programming']","I'm getting more focused in Chemical Engineering by taking core classes and joining hands-on team projects. My main interests include separations, reaction engineering, programming, process monitoring models and applying them to sustainable manufacturing.","['sustainable manufacturing', 'separations', 'materials processing', 'transport phenomena', 'energy']","['process simulation', 'mass/energy balances', 'MATLAB', 'lab experiments', 'data analysis']","['design', 'experiments', 'modeling', 'separations', 'reaction engineering', 'programming', 'sustainable manufacturing', 'process simulation', 'mass/energy balances', 'MATLAB', 'process monitoring models', 'energy']"
NU_ENG_001548,NU,Industrial Engineering,4,21,M,"['analytics', 'optimization', 'operations', 'quality']","I'm specializing in Industrial Engineering through capstone work and targeted research experience. My main interests include operations research, analytics, optimization and applying them to manufacturing systems.","['operations research', 'production planning', 'healthcare operations', 'logistics', 'analytics']","['data visualization', 'A/B testing', 'linear programming', 'process mapping', 'discrete-event simulation']","['analytics', 'optimization', 'operations', 'operations research', 'human factors', 'manufacturing systems', 'data visualization', 'A/B testing', 'linear programming', 'design reviews', 'R', 'service systems']"
NU_ENG_001549,NU,Civil Engineering,1,18,F,"['risk', 'water', 'geotech', 'transportation']","I'm exploring different directions in Civil Engineering through intro courses and small projects. My main interests include construction, risk/resilience, risk and applying them to infrastructure.","['risk', 'transportation', 'structures', 'geotechnical', 'risk/resilience']","['data analysis', 'design codes', 'GIS', 'Python', 'simulation']","['risk', 'water', 'geotech', 'construction', 'risk/resilience', 'infrastructure', 'data analysis', 'design codes', 'GIS', 'statistical modeling', 'design reviews', 'capstone']"
NU_ENG_001550,NU,Chemical Engineering,4,21,M,"['modeling', 'experiments', 'programming', 'design']","I'm specializing in Chemical Engineering through capstone work and targeted research experience. My main interests include process design, process safety, transport phenomena, process monitoring models and applying them to sustainable manufacturing.","['pharma', 'process safety', 'materials processing', 'process monitoring models', 'reaction engineering']","['process simulation', 'data analysis', 'MATLAB', 'mass/energy balances', 'lab experiments']","['modeling', 'experiments', 'programming', 'process design', 'process safety', 'transport phenomena', 'catalysis', 'sustainable manufacturing', 'process simulation', 'data analysis', 'MATLAB', 'process monitoring models']"
NU_ENG_001551,NU,Biomedical Engineering,4,21,F,"['data analysis', 'experiments', 'design', 'modeling']","I'm specializing in Biomedical Engineering through capstone work and targeted research experience. My main interests include imaging, biomechanics, biomaterials, image analysis and applying them to medical imaging.","['imaging', 'rehabilitation engineering', 'image analysis', 'biomechanics', 'assistive tech']","['signal processing', 'Python', 'MATLAB', 'data analysis', 'modeling']","['data analysis', 'experiments', 'design', 'imaging', 'biomechanics', 'biomaterials', 'medical imaging', 'signal processing', 'Python', 'MATLAB', 'image analysis', 'bioinstrumentation']"
NU_ENG_001552,NU,Computer Science,3,20,M,"['machine learning', 'data', 'AI', 'NLP']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include NLP, AI, algorithms, machine learning and applying them to healthcare.","['robotics', 'AI', 'education tech', 'systems', 'NLP']","['APIs', 'SQL', 'Python', 'debugging', 'testing']","['machine learning', 'data', 'AI', 'NLP', 'algorithms', 'data engineering', 'healthcare', 'APIs', 'SQL', 'Python', 'internship', 'software engineering']"
NU_ENG_001553,NU,Civil Engineering,2,19,M,"['geotech', 'transportation', 'sustainability', 'risk']","I'm getting more focused in Civil Engineering by taking core classes and joining hands-on team projects. My main interests include risk/resilience, risk, water resources and applying them to climate adaptation.","['risk/resilience', 'construction', 'structures', 'infrastructure', 'risk']","['design codes', 'simulation', 'GIS', 'Python', 'data analysis']","['geotech', 'transportation', 'sustainability', 'risk/resilience', 'risk', 'water resources', 'climate adaptation', 'design codes', 'simulation', 'GIS', 'construction', 'structures']"
NU_ENG_001554,NU,Computer Engineering,3,20,M,"['IoT', 'computer vision', 'hardware', 'architecture']","I'm building depth in Computer Engineering with advanced coursework and research/industry-style projects. My main interests include hardware-software co-design, computer architecture, IoT, edge inference and applying them to manufacturing automation.","['real-time systems', 'sensing', 'IoT', 'computer architecture', 'smart devices']","['Verilog/HDL', 'profiling', 'debugging', 'C/C++', 'microcontrollers']","['IoT', 'computer vision', 'hardware', 'hardware-software co-design', 'computer architecture', 'manufacturing automation', 'Verilog/HDL', 'profiling', 'debugging', 'edge inference', 'digital design', 'microcontrollers']"
NU_ENG_001555,NU,Chemical Engineering,2,19,M,"['programming', 'design', 'modeling', 'team projects']","I'm getting more focused in Chemical Engineering by taking core classes and joining hands-on team projects. My main interests include team projects, catalysis, programming and applying them to energy.","['separations', 'programming', 'team projects', 'process design', 'sustainable manufacturing']","['Python', 'data analysis', 'process simulation', 'mass/energy balances', 'MATLAB']","['programming', 'design', 'modeling', 'team projects', 'catalysis', 'energy', 'Python', 'data analysis', 'process simulation', 'internship', 'separations', 'lab work']"
NU_ENG_001556,NU,Industrial Engineering,4,23,F,"['simulation', 'supply chain', 'quality', 'operations']","I'm specializing in Industrial Engineering through capstone work and targeted research experience. My main interests include quality, operations research, operations, predictive modeling and applying them to production planning.","['healthcare operations', 'operations research', 'human factors', 'quality', 'supply chain']","['Python', 'R', 'discrete-event simulation', 'A/B testing', 'process mapping']","['simulation', 'supply chain', 'quality', 'operations research', 'operations', 'quality engineering', 'production planning', 'Python', 'R', 'discrete-event simulation', 'predictive modeling', 'healthcare operations']"
NU_ENG_001557,NU,Materials Science and Engineering,2,19,M,"['data analysis', 'experiments', 'team projects', 'modeling']","I'm getting more focused in Materials Science and Engineering by taking core classes and joining hands-on team projects. My main interests include metals, failure analysis, characterization and applying them to biomaterials.","['biomaterials', 'metals', 'electronics', 'nanomaterials', 'polymers']","['Python', 'materials selection', 'simulation', 'data analysis', 'lab characterization']","['data analysis', 'experiments', 'team projects', 'metals', 'failure analysis', 'characterization', 'biomaterials', 'Python', 'materials selection', 'simulation', 'polymers', 'lab work']"
NU_ENG_001558,NU,Computer Science,4,21,NB,"['systems', 'data', 'NLP', 'AI']","I'm specializing in Computer Science through capstone work and targeted research experience. My main interests include HCI, algorithms, data engineering, machine learning and applying them to robotics.","['healthcare', 'NLP', 'security', 'data engineering', 'algorithms']","['testing', 'APIs', 'debugging', 'Git', 'SQL']","['systems', 'data', 'NLP', 'HCI', 'algorithms', 'data engineering', 'robotics', 'testing', 'APIs', 'debugging', 'machine learning', 'manufacturing analytics']"
NU_ENG_001559,NU,Computer Science,3,20,M,"['algorithms', 'NLP', 'data', 'machine learning']","I'm building depth in Computer Science with advanced coursework and research/industry-style projects. My main interests include systems, security, machine learning, NLP and applying them to manufacturing analytics.","['healthcare', 'algorithms', 'systems', 'machine learning', 'software engineering']","['SQL', 'testing', 'APIs', 'Python', 'debugging']","['algorithms', 'NLP', 'data', 'systems', 'security', 'machine learning', 'manufacturing analytics', 'SQL', 'testing', 'APIs', 'computer vision', 'robotics']"
